8051	8040
1967	5347
5972	3134
2953	5040
4812	2063
6051	6478
7459	5234
2373	9189
1757	8389
2200	1770
5543	7789
7373	889
4476	2890
754	3413
4717	5628
3137	6845
2345	9808
3568	1721
1148	5688
107	3540
6612	1454
7779	2652
6078	9841
2841	5426
6994	7660
4045	1469
8236	9751
9722	2378
1636	6895
7916	3468
5069	447
6880	2360
9389	4794
4517	7174
1108	5364
1598	2546
3117	7321
1691	9507
899	5997
3386	9529
7482	2838
9927	6347
5058	4824
6932	6998
2524	4101
6131	8926
4390	111
4694	1222
9776	7912
9703	6314
174	4711
4335	563
2007	3056
3147	7434
187	2407
2227	8167
2266	1361
1564	3363
3878	3433
2935	8240
4470	3030
8489	6366
7258	9078
5089	6774
2491	2200
1012	3196
9923	8578
3991	4958
9431	2479
5896	5944
5331	9018
8060	4328
5333	1902
5050	1577
8749	3984
5067	8268
8721	8254
2516	1786
2375	3617
820	5687
9617	7868
4610	6413
292	6073
9730	5841
8145	8968
3886	6838
5400	8453
5772	1019
9569	9018
7463	5560
6150	3568
9446	3277
8664	5436
4818	5517
3570	2897
50	3279
9762	8074
8823	4953
4293	8304
5322	3537
2526	888
1681	5234
4618	4837
9143	2449
7214	7372
6861	2760
3927	7710
3977	3773
619	1353
6222	507
3812	7303
2523	918
2192	7774
9651	1311
1471	2584
5591	9590
8811	3767
5643	7191
591	5546
6156	3716
7842	2622
8872	2107
3982	9661
8076	7412
216	8499
5185	6280
7706	4466
105	3485
2172	5123
1570	4055
7412	3243
2787	9403
7789	1478
4091	732
1564	249
2494	6519
3954	2789
9827	2733
8193	5884
1600	8869
9885	7051
7092	1885
4651	6371
3938	4955
2508	7474
8270	9766
6058	8258
2863	4137
1369	5331
5359	4020
255	6041
359	9732
2137	7285
3923	121
3601	9301
1138	3098
5875	9854
7193	724
5714	3489
7228	2063
9330	101
7144	1639
9234	924
1952	226
7620	5196
7036	3821
7601	6127
3592	9477
6110	1042
9166	5826
9786	5681
1067	5467
1990	771
3402	550
5681	2219
6768	8833
6751	5019
6424	4373
2940	5247
9209	9287
9719	1829
5454	8480
9592	7175
9381	9960
2959	339
1292	2020
7195	4055
6114	6405
9349	9480
1881	8216
2419	337
8779	2983
1251	7445
738	151
6692	7043
5764	1163
537	3139
7353	5097
9185	8812
7064	1309
8039	6836
176	6576
866	3220
9522	4822
9567	9927
6888	664
7558	2143
2704	4899
9753	1899
6695	3732
133	2418
2634	6903
7116	1836
1150	1707
3171	6543
2559	666
8198	940
4815	7134
373	7431
8292	8659
5799	9420
1369	3667
9042	4586
8910	8323
4509	8256
1603	8426
3908	6658
4978	6112
5894	8793
8715	392
1224	1632
6243	9520
8029	5063
9473	7077
4705	292
6898	5301
3379	5180
4977	5829
7264	2278
4035	6944
6718	7804
4621	506
4956	48
8324	4650
612	6782
1420	1421
5936	2800
3131	936
8136	6316
142	7268
6606	8428
1643	8960
8994	827
391	4319
5457	8441
4687	4125
2597	8664
1404	509
9685	6670
7858	1519
5569	7140
6400	2120
7285	1230
398	5334
6967	1517
3501	4432
7828	3239
3240	8679
704	8852
9111	8118
8109	8005
3952	6245
7274	8030
510	2951
4933	5435
4373	7593
2559	9416
2669	6201
1117	670
3066	4717
7703	7021
2129	3338
6469	6544
8064	4151
7905	9598
9643	8972
8027	7228
3463	9129
4804	7588
611	2165
9332	9324
532	7412
5164	8638
4542	2308
6189	4825
7493	5513
2737	1497
4006	8503
1029	722
3373	3866
8283	4240
8109	2434
2800	6261
2084	8473
935	8994
8412	9165
2154	1178
3386	3273
4182	648
2745	7680
607	6864
629	1092
8180	4301
2947	6545
3694	5398
242	5780
8016	3906
3394	9323
6213	8993
517	8439
9654	6018
8698	4794
1331	6760
3084	8133
8390	5033
2835	1448
3394	5279
1267	4700
7654	4264
7083	9901
7434	4259
5461	1376
3836	817
8471	5910
2091	5185
1083	8413
2602	5904
8166	1980
5464	2022
7540	4628
2022	3088
8537	9977
5350	145
4466	6526
4344	5533
9209	811
811	5716
5009	7171
9642	7621
2170	8703
13	6435
7249	4589
7960	4035
2903	812
201	5901
9513	4256
5855	2061
5688	560
6749	94
924	9101
2203	1421
2948	9300
5968	1053
9698	8202
2501	612
1503	3954
6121	3290
6480	9986
4191	54
223	9109
2798	6557
7118	6033
2093	8849
1608	6975
807	4310
2923	7822
9355	1260
3050	9430
9998	6424
1942	8479
8006	4941
9009	8676
3340	6007
1939	9701
703	9309
6110	4029
5916	3245
5697	9156
8943	7348
4078	2303
3625	3141
8750	5618
7428	942
4425	5836
7378	3598
3787	2738
972	3401
241	8355
7068	3830
4854	9176
8809	7297
8962	6141
162	8951
73	4410
7645	3528
5310	1611
5915	3416
4622	8705
5121	3552
6178	6202
4672	4809
2328	7740
1738	774
9222	5732
1799	4126
9071	1446
956	2231
9863	4611
9750	1941
83	5657
6512	7626
2976	2860
22	1970
408	3444
1477	5734
7444	8316
4311	6588
5638	803
8967	1685
2260	6389
6645	6770
3153	278
6232	1547
7233	7023
8125	8999
7594	6238
9117	4829
8487	2612
3384	2249
2194	5250
4584	9960
744	1161
8897	7259
5747	725
8137	5110
266	4345
6206	923
9705	9308
936	4639
9282	17
5438	7086
1638	2131
4230	8457
7081	2142
2633	9398
2990	2838
1856	7941
702	1767
2555	3043
636	1266
8151	794
2655	5394
4109	4946
221	2938
7981	9927
6536	7334
5241	658
9105	2657
2374	3574
1413	3168
3839	3411
9476	5084
415	4967
5809	9249
8008	7144
5115	2894
5325	6284
1565	5891
1658	2133
1793	8573
109	5848
8487	140
5476	3950
4299	2483
7081	3655
3360	3690
3342	7505
1429	5413
7662	4113
9860	3341
6802	3048
2287	3838
3324	9042
4320	6303
5915	7054
8745	1507
4555	6654
6524	3008
7407	7313
1337	3496
8434	9445
9305	3196
4115	6414
3806	7632
1452	1787
2766	7794
7983	8894
8033	4876
5907	3402
6255	4329
6571	661
4726	7865
4443	7994
3081	6714
9492	7050
2222	2084
6021	8679
7046	2961
7183	9575
4613	3735
2469	1765
5366	5461
720	621
1618	6127
968	4359
758	1538
5895	824
6037	2774
4157	1874
678	4474
3415	2830
6205	4000
4577	1760
6958	1035
6537	4862
2262	936
9159	4361
8632	9447
1487	6748
231	7399
1555	9339
2308	1345
2734	7277
5834	1966
2437	6297
8241	7546
9503	6204
2214	8430
6043	4892
5713	9750
4894	167
3102	5529
3650	3478
127	4339
8436	4002
8143	1260
5438	8034
9416	2905
3186	5336
5289	7878
3484	3516
8421	6842
5726	3858
6833	2237
3692	5885
8406	7711
3118	1272
6438	1193
8130	5860
213	8011
3472	1896
4127	3241
9069	7198
5432	317
9245	3256
2755	2821
4878	1445
2868	4635
1128	3913
7304	4544
7654	7918
7654	4481
207	7656
4619	2562
2376	9569
5159	3537
9775	8156
9556	7833
9158	5061
1813	6349
2837	6837
833	9364
1784	2290
5387	7734
6809	9115
7279	6582
8600	8108
2753	1395
127	2254
8471	3657
1325	2125
7309	9079
8272	345
6873	4218
5390	8008
2514	4785
7059	7983
5016	6409
8508	60
4971	1636
6012	2552
9324	613
7051	5958
8051	5841
4966	6522
7236	4336
6740	2776
8304	665
5831	219
6721	3025
9688	3760
8039	2620
3039	9229
4866	7874
4838	7384
6871	4294
6080	8199
2585	5449
832	9979
2758	1602
6803	2968
9178	1715
566	5863
7371	4967
8195	9484
6807	4757
5900	4468
808	114
1160	5185
6768	5225
6481	8650
579	8769
7710	4717
7335	1750
1601	1648
4239	6887
6735	6441
1547	1704
4522	4053
4040	314
3631	7772
3988	1154
264	2490
6004	8706
9729	2745
9007	5718
4536	3346
4342	1921
8479	4739
6453	3449
3188	4557
5996	5830
5527	2935
941	4420
3804	3305
7322	9841
6633	3155
4524	264
9249	3964
1152	6016
300	5901
8173	1465
6683	4455
962	6933
7099	370
5459	210
2960	2693
2910	9762
7887	4918
1588	6193
4613	9093
8468	7808
1852	9450
5421	4825
5015	7641
4216	2148
1020	8106
2845	3529
831	5090
1244	8480
5173	9723
5781	9289
929	3964
2743	2559
6918	3138
1021	3852
1811	2290
2368	1694
1529	8937
5114	9113
4381	4191
8123	1836
1212	3632
6218	100
3229	9893
9008	8578
6347	6153
5448	7834
1320	3859
9514	2092
9255	8269
2604	6583
9858	2581
1472	6565
2124	1128
9758	8059
2034	8908
4800	1720
4592	847
5232	8820
2107	5968
3632	2475
8426	2178
3102	7163
2447	9211
3144	9438
6863	5208
1648	2670
3908	7888
6594	2514
8655	1450
2296	6752
4746	3263
9293	9097
7078	4959
3239	4794
4590	531
1495	7117
368	2043
4031	8728
9614	2028
1994	6364
54	2785
7131	8474
5024	1755
580	4675
9750	9976
2550	3372
1664	2261
3166	9568
3690	8060
3212	7828
3474	1805
8865	6249
661	5612
2846	828
7094	8420
4213	5689
4171	7025
9982	7847
8892	3840
6642	6192
6507	4589
3608	358
2301	2643
4272	3933
3431	1815
7979	1796
5798	3963
999	1094
2056	7673
8928	9093
8579	500
7110	5759
5158	4432
9976	6187
6521	2189
8360	1188
1737	9189
8276	9417
4482	6762
4699	8837
8226	9403
2099	7096
2295	2430
5501	9148
6060	7491
1994	3400
2541	8236
4403	8121
1297	2041
3449	3497
6102	4779
1668	1590
3790	4409
7171	3038
9339	8519
8469	6131
7854	2783
474	6078
493	6285
8368	7534
5883	6677
4017	7692
4777	6936
3098	7616
5319	7226
2171	8997
2827	2292
5113	5320
4490	6071
1007	9973
2425	3439
4309	9323
5320	2236
9118	793
6754	3642
3503	332
9743	368
9615	7181
3814	1034
7130	2801
3089	2092
7535	4531
5154	4252
1456	7629
4334	6666
4625	4614
1092	6610
9709	3455
6122	1891
4181	6262
5450	7782
8892	8107
9522	8061
1313	3592
7	624
6151	2996
2924	3427
4147	9496
5067	7213
3443	8281
2927	9704
9524	8051
330	6135
537	430
8733	4491
1975	6843
7825	4380
903	8089
4923	9306
9714	4744
9035	4626
46	5731
7629	579
2994	6364
3459	8240
1663	8117
9770	1004
284	2185
8324	1731
131	9151
186	5795
8959	5614
7846	4719
8624	4921
4566	4292
694	7255
6084	9614
3640	9696
327	6510
816	3728
4021	1445
8876	8441
6065	9989
1950	746
9677	390
5145	2532
1626	526
1733	8929
7699	9968
2028	3880
2834	1810
6846	2940
9854	4416
2664	3701
1102	6269
7733	2032
1352	7163
2805	3229
8271	8065
6187	1995
8496	2075
7262	9177
8308	8177
8218	5649
6887	6981
1514	1424
9650	1960
5457	7293
1865	9645
5845	8240
2443	7947
1364	8125
2390	3995
1241	3954
3149	40
420	4525
1165	8217
6230	4904
2133	7650
770	279
308	3172
1377	4164
5400	8623
6238	2800
3274	1924
797	4800
2882	9337
5320	4213
576	8645
654	9546
1542	4946
8740	4777
4878	5497
9013	8583
3152	1909
6122	1416
9336	8281
6856	8172
3459	3625
2616	1282
6121	4074
4696	1455
2079	1813
27	3476
5058	9347
7497	7472
5784	6602
7359	2948
4089	8546
8231	7984
6209	743
6681	9837
5990	7672
1494	6311
2843	5016
4550	2633
5356	9517
5482	7901
443	1064
1162	2378
9028	3423
806	123
166	2755
4177	5996
1491	754
3321	4798
1149	2372
9498	7335
6192	406
2808	4295
2904	7537
9413	6177
3438	7485
454	6202
8435	4438
2224	2335
7871	9992
821	484
7541	7467
9178	3165
1649	4744
377	9406
4563	4892
3680	8578
8396	8409
7102	5080
5401	5766
2772	897
1715	9394
2884	3030
5841	2722
1453	5529
993	5757
3317	8199
7465	3044
237	9841
8182	8287
5298	6247
8618	6276
6219	4637
8050	2076
9621	5920
6394	8876
6715	9401
7762	4391
7787	9287
6187	6594
5044	3900
9132	7498
5754	157
674	7250
2437	8670
615	3890
3689	5116
9120	5759
7778	4308
2618	3327
8254	6945
634	612
671	7759
6618	8851
1649	5317
5922	5748
5680	298
4367	7458
4576	322
6774	4795
4029	3377
6953	846
4572	7298
9092	5688
2227	9662
9488	803
9940	1149
5978	1727
908	6151
5932	9465
4031	2604
2553	5434
9627	8733
4772	8565
4767	6529
3657	5331
2146	8694
3494	9384
9122	9478
5136	1478
8106	9668
957	3962
5637	9529
8623	2928
1157	7139
386	8290
869	3218
8768	4635
6603	8554
2814	6007
7730	9462
6215	9357
1947	6496
2376	8547
5297	4809
3552	1310
3421	8044
3592	9547
1420	3829
2776	4925
9068	7407
951	5147
6512	532
7536	7175
6813	6332
3642	7405
6136	2382
8212	2461
2397	6791
8758	6748
8766	6062
4347	8136
4371	1068
5045	1170
5510	3486
4543	5032
3318	6981
9091	8730
9289	4350
300	6717
7965	5581
29	6251
3798	2025
2949	9231
7721	6651
5892	8867
8062	531
4299	1008
8166	6462
3995	7530
220	597
1181	4990
9470	1375
8978	1771
9418	5117
7142	7067
8622	7409
9372	6855
9174	1484
650	6516
8724	4636
3370	7623
1672	8881
3128	2183
7857	7471
8677	631
739	7438
5370	3620
5498	6198
9174	4828
3161	8105
8211	4386
352	3250
1978	8120
9003	8264
6277	3671
8407	1603
5120	8427
4869	930
5687	6414
249	8942
869	1660
445	8601
1733	1990
5897	1121
2492	2005
4225	6527
5225	4623
950	4762
8235	513
7521	7411
452	6112
898	1594
9803	4132
8453	9652
1129	6081
4029	7233
1008	9530
4441	6320
7571	7038
452	1178
435	9062
27	5747
9166	2790
64	2474
1092	2582
4274	5477
8639	8202
3112	2618
8671	8589
826	611
744	407
98	6005
2470	5574
862	2645
9718	575
2900	4276
3003	89
9910	4201
3031	225
7266	542
6871	6185
9938	974
2868	3738
5331	6083
8037	6288
8926	4436
6668	9563
8832	9600
2322	9904
1486	6356
4601	7214
3504	4927
8890	8520
8664	2071
2544	4597
336	460
1209	9098
9680	9813
5024	2664
4079	1764
4999	6403
4311	2695
5588	940
3219	8240
534	9266
5849	5223
6296	3819
9109	7974
2359	6084
9067	3748
9864	1937
6724	7162
4619	4469
1454	6772
6383	6993
7301	4377
5904	3511
6503	9073
80	2062
9032	5180
6082	7289
9282	2740
1905	8541
2342	5176
5450	8436
1900	4157
2585	4351
6795	5583
2631	8745
1601	8473
2295	21
6473	5123
4548	8692
417	9126
62	9357
5233	1211
4833	8493
3081	9345
9962	7432
8683	6465
1621	795
5494	9489
8210	7689
7254	5781
200	5780
5704	6962
7422	2683
7341	3025
4457	7065
9194	7883
6149	5625
7937	6002
9035	527
9405	5376
5337	8661
4818	494
3224	9897
7703	4017
451	7321
9005	7789
2927	6884
6180	1879
2098	8816
5041	7648
2905	9037
5143	6732
2948	7095
3856	5720
3449	432
444	6482
2277	7893
8409	5461
1652	8809
8559	8468
7143	8967
885	4989
1283	2384
7676	137
2154	1571
316	6588
1999	384
1919	533
8253	2061
4015	1392
4515	5491
9000	8801
2489	6357
6246	3570
5330	4920
5120	2624
8987	4539
1758	9192
4455	24
2117	5038
6343	6880
3641	8374
3275	6872
852	2535
4183	7262
2113	733
5512	8648
117	7432
1905	4721
1593	8475
8533	2703
6027	140
8761	1312
7893	6160
6372	2766
96	9435
1630	5666
719	2448
1046	443
355	5157
3150	9213
6922	822
1257	5973
2331	8432
8742	8381
7912	7184
2974	8042
8679	9211
3897	6491
1003	5298
9347	9206
7477	6515
6332	6772
4348	1477
4705	8082
1939	3584
3779	1855
4248	1218
7176	6181
409	9468
3597	5886
6473	3375
8808	9877
8749	5178
822	1500
567	6252
7238	1242
7404	8017
9277	8297
9998	9295
3940	1744
9659	2113
7420	8934
5520	8282
6414	7390
912	9896
9256	1400
4626	7164
6118	3745
9204	8469
6407	7597
2752	6253
6623	7848
2236	3680
4240	6943
977	5289
2333	4821
7305	8740
7458	6122
5661	9698
52	6046
8968	6638
2604	591
5687	2123
2172	4955
5483	6142
5230	3190
6086	9978
4098	7047
3354	8593
6551	8966
9335	3701
5065	9316
580	3701
2140	8700
7323	6198
8649	3644
6541	732
9967	4246
5074	5445
9267	1197
5561	3855
3173	2812
7578	3020
5027	1585
667	6667
5494	7645
6774	8196
8045	6513
4307	2245
8861	1748
8808	8868
6425	3272
3327	9412
6625	5444
4600	4370
5979	9436
8691	9438
1322	9689
4921	2237
9590	2898
3192	2510
8814	8274
7039	3620
3962	907
3042	8488
3998	2645
5179	9997
2397	7463
6185	4246
2561	360
5983	3770
3485	9458
3257	191
577	2461
4044	7139
5992	1251
2675	9385
4921	1262
3902	6475
4579	5856
6007	1997
1645	998
1097	1909
7534	6851
8058	5015
6235	1291
4044	8118
431	2597
2734	450
6293	8441
4819	1523
8193	594
5459	9639
7774	1659
630	6210
305	2414
9490	7213
8123	9449
1635	3262
316	1424
6074	5960
6473	8238
4213	296
8339	6778
5730	2228
1942	3954
8767	6144
1371	5043
3609	8125
6534	3411
9430	3590
8879	2528
2633	3212
9139	2900
1687	8307
6084	6216
1199	1453
8452	2209
5491	314
6020	5312
3618	1566
5410	8731
8008	4867
571	6025
7754	6677
2482	2300
612	6005
6339	4212
6010	8870
4457	2122
5673	5491
9569	8336
9906	8944
8978	9960
1617	3705
2024	1491
7691	5352
7094	1736
3322	9978
2390	9163
8953	5645
9978	1172
2507	3630
6678	7652
7030	558
2665	4751
2102	1515
3559	5070
7432	2899
8666	7479
8269	7821
3415	7580
2643	8215
8712	1506
1486	9014
3309	4169
4375	9593
9312	2188
6029	5986
8661	4956
4440	3263
4617	4303
2984	2384
5228	449
2293	7320
6157	1173
9811	6133
9931	8190
9417	4201
8283	4324
8330	8007
5356	993
489	9391
4165	1463
5126	7055
2349	7189
1378	764
9333	3251
7783	9992
9839	8722
3504	2289
3641	1035
1791	236
2623	7808
3043	7406
6856	6000
5855	8744
2054	1548
9113	961
3288	5782
5145	9742
2114	3425
2484	2434
2874	7994
9016	4327
3205	9276
8712	577
1121	9145
4154	4159
8800	37
4562	9236
9562	4632
4769	9298
8742	8369
5788	3366
6542	2607
7731	4676
3509	4213
9670	3839
2404	4264
3577	4549
3967	3744
9052	6059
660	7380
5813	1329
9978	3537
428	7546
2004	7630
3259	7740
8589	8561
811	7937

